Date,Close
2017-06-06,46.36
2017-06-07,46.56
2017-06-08,46.72
2017-06-09,47.29
2017-06-12,47.17
2017-06-13,47.46
2017-06-14,47.64
2017-06-15,48.12
2017-06-16,48.21
2017-06-19,48.89
2017-06-20,48.77
2017-06-21,48.57
2017-06-22,49.27
2017-06-23,49.08
2017-06-26,48.91
2017-06-27,48.67
2017-06-28,48.48
2017-06-29,48.73
2017-06-30,48.61
2017-07-03,48.71
2017-07-05,49.0
2017-07-06,47.94
2017-07-07,48.44
2017-07-10,48.23
2017-07-11,48.15
2017-07-12,48.43
2017-07-13,48.08
2017-07-14,48.91
2017-07-17,48.76
2017-07-18,48.74
2017-07-19,49.43
2017-07-20,50.85
2017-07-21,50.84
2017-07-24,50.8
2017-07-25,50.83
2017-07-26,50.4
2017-07-27,50.11
2017-07-28,49.61
2017-07-31,49.18
2017-08-01,49.15
2017-08-02,49.23
2017-08-03,49.16
2017-08-04,49.26
2017-08-07,49.3
2017-08-08,48.88
2017-08-09,48.77
2017-08-10,48.06
2017-08-11,48.54
2017-08-14,49.08
2017-08-15,48.82
2017-08-16,49.81
2017-08-17,49.29
2017-08-18,48.74
2017-08-21,48.88
2017-08-22,49.71
2017-08-23,49.64
2017-08-24,49.38
2017-08-25,49.35
2017-08-28,50.26
2017-08-29,50.15
2017-08-30,50.11
2017-08-31,50.94
2017-09-01,51.18
2017-09-05,51.03
2017-09-06,51.19
2017-09-07,51.49
2017-09-08,52.02
2017-09-11,52.45
2017-09-12,52.25
2017-09-13,52.0
2017-09-14,51.69
2017-09-15,51.76
2017-09-18,52.08
2017-09-19,51.41
2017-09-20,51.89
2017-09-21,51.43
2017-09-22,52.51
2017-09-25,52.61
2017-09-26,52.85
2017-09-27,52.15
2017-09-28,53.64
2017-09-29,53.36
2017-10-02,53.68
2017-10-03,53.75
2017-10-04,54.34
2017-10-05,54.92
2017-10-06,55.0
2017-10-09,54.66
2017-10-10,55.4
2017-10-11,54.44
2017-10-12,54.71
2017-10-13,54.65
2017-10-16,54.63
2017-10-17,55.06
2017-10-18,55.77
2017-10-19,56.0
2017-10-20,56.32
2017-10-23,56.08
2017-10-24,55.38
2017-10-25,55.49
2017-10-26,55.48
2017-10-27,55.37
2017-10-30,54.29
2017-10-31,54.23
2017-11-01,54.0
2017-11-02,54.37
2017-11-03,55.47
2017-11-06,55.01
2017-11-07,55.16
2017-11-08,55.25
2017-11-09,55.45
2017-11-10,54.8
2017-11-13,55.3
2017-11-14,55.01
2017-11-15,54.83
2017-11-16,55.54
2017-11-17,55.56
2017-11-20,55.29
2017-11-21,56.12
2017-11-22,55.8
2017-11-24,56.13
2017-11-27,56.15
2017-11-28,56.02
2017-11-29,55.58
2017-11-30,56.37
2017-12-01,55.98
2017-12-04,54.71
2017-12-05,54.79
2017-12-06,54.66
2017-12-07,54.69
2017-12-08,54.64
2017-12-11,54.94
2017-12-12,55.7
2017-12-13,55.06
2017-12-14,54.73
2017-12-15,55.5
2017-12-18,56.4
2017-12-19,56.8
2017-12-20,57.02
2017-12-21,56.93
2017-12-22,56.93
2017-12-26,57.0
2017-12-27,57.47
2017-12-28,57.46
2017-12-29,57.07
2018-01-02,58.79
2018-01-03,58.92
2018-01-04,58.82
2018-01-05,58.99
2018-01-08,58.82
2018-01-09,58.92
2018-01-10,58.83
2018-01-11,58.95
2018-01-12,58.84
2018-01-16,58.44
2018-01-17,58.99
2018-01-18,59.07
2018-01-19,59.31
2018-01-22,59.57
2018-01-23,59.23
2018-01-24,61.72
2018-01-25,63.22
2018-01-26,63.42
2018-01-29,63.31
2018-01-30,62.44
2018-01-31,62.16
2018-02-01,62.18
2018-02-02,61.69
2018-02-05,58.73
2018-02-06,58.86
2018-02-07,58.67
2018-02-08,56.27
2018-02-09,57.17
2018-02-12,57.41
2018-02-13,57.64
2018-02-14,58.28
2018-02-15,59.5
2018-02-16,60.17
2018-02-20,59.12
2018-02-21,58.99
2018-02-22,58.99
2018-02-23,59.71
2018-02-26,60.53
2018-02-27,60.55
2018-02-28,60.33
2018-03-01,58.79
2018-03-02,59.46
2018-03-05,60.37
2018-03-06,60.88
2018-03-07,61.29
2018-03-08,61.87
2018-03-09,63.6
2018-03-12,63.62
2018-03-13,63.2
2018-03-14,62.86
2018-03-15,62.59
2018-03-16,63.18
2018-03-19,62.26
2018-03-20,62.65
2018-03-21,62.42
2018-03-22,60.93
2018-03-23,59.5
2018-03-26,61.07
2018-03-27,60.28
2018-03-28,59.23
2018-03-29,59.92
2018-04-02,58.21
2018-04-03,59.0
2018-04-04,59.46
2018-04-05,59.86
2018-04-06,57.57
2018-04-09,58.22
2018-04-10,59.14
2018-04-11,58.45
2018-04-12,58.83
2018-04-13,58.49
2018-04-16,59.27
2018-04-17,59.8
2018-04-18,59.52
2018-04-19,59.88
2018-04-20,59.19
2018-04-23,58.84
2018-04-24,58.31
2018-04-25,58.65
2018-04-26,59.5
2018-04-27,59.56
2018-04-30,58.13
2018-05-01,58.82
2018-05-02,57.85
2018-05-03,57.93
2018-05-04,58.74
2018-05-07,59.32
2018-05-08,58.71
2018-05-09,59.4
2018-05-10,60.56
2018-05-11,61.26
2018-05-14,62.02
2018-05-15,60.54
2018-05-16,60.77
2018-05-17,61.06
2018-05-18,61.71
2018-05-21,62.11
2018-05-22,61.39
2018-05-23,61.84
2018-05-24,62.51
2018-05-25,62.37
2018-05-29,61.3
2018-05-30,62.07
2018-05-31,61.53
2018-06-01,62.41
2018-06-04,63.02
2018-06-05,63.03
2018-06-06,63.54
2018-06-07,63.18
2018-06-08,63.27
2018-06-11,63.13
2018-06-12,62.92
2018-06-13,62.63
2018-06-14,62.96
2018-06-15,62.91
2018-06-18,62.82
2018-06-19,62.34
2018-06-20,62.14
2018-06-21,61.75
2018-06-22,61.94
2018-06-25,60.77
2018-06-26,60.81
2018-06-27,60.49
2018-06-28,61.27
2018-06-29,60.99
2018-07-02,61.0
2018-07-03,60.81
2018-07-05,61.33
2018-07-06,62.16
2018-07-09,62.44
2018-07-10,62.81
2018-07-11,62.57
2018-07-12,62.74
2018-07-13,63.06
2018-07-16,61.78
2018-07-17,62.8
2018-07-18,64.75
2018-07-19,63.78
2018-07-20,63.32
2018-07-23,63.2
2018-07-24,64.4
2018-07-25,65.23
2018-07-26,65.66
2018-07-27,65.26
2018-07-30,65.17
2018-07-31,65.54
2018-08-01,64.78
2018-08-02,64.58
2018-08-03,65.23
2018-08-06,65.24
2018-08-07,64.74
2018-08-08,64.84
2018-08-09,64.64
2018-08-10,64.03
2018-08-13,63.43
2018-08-14,63.63
2018-08-15,63.47
2018-08-16,64.16
2018-08-17,64.72
2018-08-20,64.64
2018-08-21,64.75
2018-08-22,65.67
2018-08-23,65.83
2018-08-24,66.1
2018-08-27,66.84
2018-08-28,66.79
2018-08-29,67.13
2018-08-30,67.02
2018-08-31,66.84
2018-09-04,67.11
2018-09-05,66.0
2018-09-06,65.83
2018-09-07,66.21
2018-09-10,66.55
2018-09-11,66.6
2018-09-12,66.97
2018-09-13,68.5
2018-09-14,68.42
2018-09-17,67.67
2018-09-18,68.41
2018-09-19,68.5
2018-09-20,68.79
2018-09-21,69.05
2018-09-24,71.44
2018-09-25,72.2
2018-09-26,72.84
2018-09-27,73.02
2018-09-28,73.36
2018-10-01,74.12
2018-10-02,73.81
2018-10-03,72.04
2018-10-04,71.82
2018-10-05,71.58
2018-10-08,71.44
2018-10-09,71.29
2018-10-10,68.92
2018-10-11,68.38
2018-10-12,69.33
2018-10-15,68.7
2018-10-16,70.95
2018-10-17,70.23
2018-10-18,68.14
2018-10-19,67.59
2018-10-22,68.52
2018-10-23,68.57
2018-10-24,66.94
2018-10-25,67.67
2018-10-26,66.99
2018-10-29,67.31
2018-10-30,68.0
2018-10-31,68.94
2018-11-01,70.15
2018-11-02,70.19
2018-11-05,70.39
2018-11-06,70.96
2018-11-07,72.5
2018-11-08,72.96
2018-11-09,72.79
2018-11-12,70.56
2018-11-13,69.49
2018-11-14,69.41
2018-11-15,70.73
2018-11-16,72.04
2018-11-19,70.54
2018-11-20,69.06
2018-11-21,68.53
2018-11-23,68.11
2018-11-26,68.81
2018-11-27,69.71
2018-11-28,72.83
2018-11-29,73.26
2018-11-30,74.05
2018-12-03,74.27
2018-12-04,71.5
2018-12-06,71.54
2018-12-07,69.95
2018-12-10,70.92
2018-12-11,71.84
2018-12-12,72.53
2018-12-13,72.18
2018-12-14,70.76
2018-12-17,69.75
2018-12-18,70.08
2018-12-19,69.0
2018-12-20,68.38
2018-12-21,67.27
2018-12-24,65.56
2018-12-26,69.62
2018-12-27,70.63
2018-12-28,71.09
2018-12-31,72.33
2019-01-02,69.5
2019-01-03,66.22
2019-01-04,68.11
2019-01-07,69.13
2019-01-08,68.3
2019-01-09,69.44
2019-01-10,69.08
2019-01-11,69.33
2019-01-14,68.27
2019-01-15,70.47
2019-01-16,69.82
2019-01-17,70.52
2019-01-18,71.42
2019-01-22,71.49
2019-01-23,69.91
2019-01-24,70.86
2019-01-25,71.15
2019-01-28,69.05
2019-01-29,69.69
2019-01-30,71.68
2019-01-31,72.98
2019-02-01,72.36
2019-02-04,72.5
2019-02-05,73.11
2019-02-06,73.49
2019-02-07,72.74
2019-02-08,73.33
2019-02-11,73.54
2019-02-12,75.06
2019-02-13,74.38
2019-02-14,73.97
2019-02-15,75.25
2019-02-19,75.0
2019-02-20,75.54
2019-02-21,75.14
2019-02-22,76.13
2019-02-25,76.86
2019-02-26,76.75
2019-02-27,77.23
2019-02-28,77.62
2019-03-01,78.59
2019-03-04,78.62
2019-03-05,78.22
2019-03-06,77.7
2019-03-07,76.8
2019-03-08,76.63
2019-03-11,77.81
2019-03-12,78.24
2019-03-13,78.62
2019-03-14,78.98
2019-03-15,79.86
2019-03-18,78.83
2019-03-19,79.96
2019-03-20,79.94
2019-03-21,80.06
2019-03-22,77.97
2019-03-25,78.23
2019-03-26,79.0
2019-03-27,78.73
2019-03-28,79.44
2019-03-29,79.94
2019-04-01,79.66
2019-04-02,79.62
2019-04-03,79.5
2019-04-04,78.62
2019-04-05,79.0
2019-04-08,78.52
2019-04-09,78.67
2019-04-10,78.97
2019-04-11,78.51
2019-04-12,78.01
2019-04-15,77.5
2019-04-16,76.38
2019-04-17,72.88
2019-04-18,73.92
2019-04-22,74.51
2019-04-23,76.1
2019-04-24,76.75
2019-04-25,78.11
2019-04-26,78.56
2019-04-29,78.27
2019-04-30,79.56
2019-05-01,78.74
2019-05-02,78.78
2019-05-03,78.69
2019-05-06,79.07
2019-05-07,76.91
2019-05-08,76.22
2019-05-09,76.42
2019-05-10,76.45
2019-05-13,75.5
2019-05-14,76.03
2019-05-15,76.51
2019-05-16,76.6
2019-05-17,75.97
2019-05-20,75.77
2019-05-21,76.03
2019-05-22,76.26
2019-05-23,75.63
2019-05-24,76.98
2019-05-28,75.71
2019-05-29,75.67
2019-05-30,76.52
2019-05-31,76.13
2019-06-03,75.71
2019-06-04,77.46
2019-06-05,78.69
2019-06-06,80.09
2019-06-07,80.74
2019-06-10,81.27
2019-06-11,81.12
2019-06-12,81.95
2019-06-13,82.29
2019-06-14,82.22
2019-06-17,82.05
2019-06-18,83.42
2019-06-19,84.33
2019-06-20,84.94
2019-06-21,85.0
2019-06-24,84.71
2019-06-25,84.24
2019-06-26,82.96
2019-06-27,83.69
2019-06-28,84.1
2019-07-01,84.49
2019-07-02,84.95
2019-07-03,85.64
2019-07-05,85.42
2019-07-08,85.09
2019-07-09,85.27
2019-07-10,85.38
2019-07-11,85.77
2019-07-12,83.92
2019-07-15,83.81
2019-07-16,83.16
2019-07-17,85.76
2019-07-18,87.76
2019-07-19,87.49
2019-07-22,88.07
2019-07-23,88.74
2019-07-24,88.59
2019-07-25,88.0
2019-07-26,87.75
2019-07-29,88.55
2019-07-30,88.31
2019-07-31,87.1
2019-08-01,86.08
2019-08-02,85.82
2019-08-05,83.16
2019-08-06,84.86
2019-08-07,84.6
2019-08-08,85.56
2019-08-09,86.62
2019-08-12,84.66
2019-08-13,86.89
2019-08-14,83.94
2019-08-15,83.94
2019-08-16,84.78
2019-08-19,85.56
2019-08-20,84.54
2019-08-21,84.9
2019-08-22,84.37
2019-08-23,81.93
2019-08-26,83.12
2019-08-27,83.65
2019-08-28,84.22
2019-08-29,84.82
2019-08-30,85.32
2019-09-03,84.06
2019-09-04,84.22
2019-09-05,85.9
2019-09-06,86.04
2019-09-09,84.22
2019-09-10,83.21
2019-09-11,84.52
2019-09-12,85.21
2019-09-13,84.27
2019-09-16,83.36
2019-09-17,83.58
2019-09-18,83.64
2019-09-19,83.23
2019-09-20,83.58
2019-09-23,83.16
2019-09-24,82.44
2019-09-25,82.86
2019-09-26,82.66
2019-09-27,81.84
2019-09-30,83.67
2019-10-01,81.84
2019-10-02,79.53
2019-10-03,81.07
2019-10-04,81.99
2019-10-07,81.04
2019-10-08,78.51
2019-10-09,79.5
2019-10-10,80.14
2019-10-11,79.63
2019-10-14,79.82
2019-10-15,81.98
2019-10-16,81.78
2019-10-17,82.38
2019-10-18,82.79
2019-10-21,81.65
2019-10-22,80.54
2019-10-23,81.27
2019-10-24,81.36
2019-10-25,81.65
2019-10-28,82.66
2019-10-29,83.45
2019-10-30,84.01
2019-10-31,83.61
2019-11-01,82.66
2019-11-04,82.22
2019-11-05,82.34
2019-11-06,83.12
2019-11-07,83.39
2019-11-08,83.74
2019-11-11,83.76
2019-11-12,84.34
2019-11-13,84.22
2019-11-14,84.12
2019-11-15,85.71
2019-11-18,84.26
2019-11-19,84.29
2019-11-20,83.89
2019-11-21,83.68
2019-11-22,83.74
2019-11-25,84.49
2019-11-26,85.42
2019-11-27,85.42
2019-11-29,85.45
2019-12-02,84.51
2019-12-03,84.36
2019-12-04,85.18
2019-12-05,85.24
2019-12-06,85.48
2019-12-09,83.87
2019-12-10,84.56
2019-12-11,84.91
2019-12-12,85.97
2019-12-13,86.35
2019-12-16,86.4
2019-12-17,87.06
2019-12-18,86.93
2019-12-19,87.35
2019-12-20,86.66
2019-12-23,87.35
2019-12-24,87.28
2019-12-26,87.28
2019-12-27,87.4
2019-12-30,86.8
2019-12-31,86.86
2020-01-02,86.95
2020-01-03,85.89
2020-01-06,86.34
2020-01-07,85.86
2020-01-08,86.21
2020-01-09,86.44
2020-01-10,85.36
2020-01-13,85.12
2020-01-14,85.74
2020-01-15,87.38
2020-01-16,88.28
2020-01-17,89.0
2020-01-21,89.73
2020-01-22,91.86
2020-01-23,90.73
2020-01-24,90.4
2020-01-27,89.59
2020-01-28,89.54
2020-01-29,89.14
2020-01-30,89.16
2020-01-31,87.14
2020-02-03,87.06
2020-02-04,88.23
2020-02-05,89.56
2020-02-06,89.47
2020-02-07,87.87
2020-02-10,88.3
2020-02-11,89.17
2020-02-12,88.79
2020-02-13,88.68
2020-02-14,89.66
2020-02-18,88.88
2020-02-19,89.36
2020-02-20,88.46
2020-02-21,87.45
2020-02-24,84.63
2020-02-25,81.13
2020-02-26,81.36
2020-02-27,79.19
2020-02-28,77.03
2020-03-02,81.61
2020-03-03,77.99
2020-03-04,82.09
2020-03-05,80.52
2020-03-06,81.74
2020-03-09,77.02
2020-03-10,80.88
2020-03-11,78.09
2020-03-12,74.74
2020-03-13,81.65
2020-03-16,73.66
2020-03-17,79.49
2020-03-18,79.26
2020-03-19,74.5
2020-03-20,68.0
2020-03-23,62.82
2020-03-24,69.69
2020-03-25,70.75
2020-03-26,75.81
2020-03-27,74.56
2020-03-30,79.34
2020-03-31,78.91
2020-04-01,76.57
2020-04-02,79.44
2020-04-03,79.45
2020-04-06,82.73
2020-04-07,81.93
2020-04-08,84.95
2020-04-09,86.04
2020-04-13,85.85
2020-04-14,89.14
2020-04-15,90.94
2020-04-16,96.0
2020-04-17,96.01
2020-04-20,98.0
2020-04-21,94.05
2020-04-22,95.48
2020-04-23,93.94
2020-04-24,94.06
2020-04-27,94.95
2020-04-28,91.46
2020-04-29,92.28
2020-04-30,92.09
2020-05-01,89.85
2020-05-04,89.83
2020-05-05,93.03
2020-05-06,91.08
2020-05-07,93.99
2020-05-08,93.7
2020-05-11,96.07
2020-05-12,93.8
2020-05-13,92.16
2020-05-14,91.78
2020-05-15,89.89
2020-05-18,90.27
2020-05-19,88.22
2020-05-20,90.09
2020-05-21,90.39
2020-05-22,91.47
2020-05-26,89.48
2020-05-27,90.76
2020-05-28,92.1
2020-05-29,94.92
2020-06-01,93.01
2020-06-02,92.62
2020-06-03,91.4
2020-06-04,88.25
2020-06-05,89.86
2020-06-08,92.56
2020-06-09,90.27
2020-06-10,92.16
2020-06-11,87.78
2020-06-12,89.02
2020-06-15,89.55
2020-06-16,89.74
2020-06-17,90.9
2020-06-18,90.28
2020-06-19,90.68
2020-06-22,90.34
2020-06-23,91.3
2020-06-24,87.3
2020-06-25,89.62
2020-06-26,88.71
2020-06-29,89.01
2020-06-30,91.43
2020-07-01,91.64
2020-07-02,92.23
2020-07-06,92.97
2020-07-07,92.46
2020-07-08,92.58
2020-07-09,93.67
2020-07-10,93.04
2020-07-13,93.09
2020-07-14,94.82
2020-07-15,96.73
2020-07-16,96.4
2020-07-17,99.25
2020-07-20,99.08
2020-07-21,98.19
2020-07-22,100.19
2020-07-23,100.82
2020-07-24,98.95
2020-07-27,99.99
2020-07-28,99.86
2020-07-29,102.52
2020-07-30,101.53
2020-07-31,100.64
2020-08-03,100.68
2020-08-04,99.93
2020-08-05,102.14
2020-08-06,101.75
2020-08-07,101.23
2020-08-10,100.04
2020-08-11,99.06
2020-08-12,100.65
2020-08-13,101.1
2020-08-14,99.99
2020-08-17,100.71
2020-08-18,100.96
2020-08-19,100.48
2020-08-20,101.63
2020-08-21,102.4
2020-08-24,101.39
2020-08-25,102.47
2020-08-26,103.19
2020-08-27,111.29
2020-08-28,110.79
2020-08-31,109.47
2020-09-01,106.55
2020-09-02,109.44
2020-09-03,105.53
2020-09-04,104.16
2020-09-08,102.84
2020-09-09,105.81
2020-09-10,104.0
2020-09-11,104.7
2020-09-14,105.69
2020-09-15,106.58
2020-09-16,105.7
2020-09-17,106.66
2020-09-18,106.86
2020-09-21,105.95
2020-09-22,104.8
2020-09-23,102.73
2020-09-24,100.92
2020-09-25,103.45
2020-09-28,104.44
2020-09-29,105.19
2020-09-30,108.83
2020-10-01,108.64
2020-10-02,106.5
2020-10-05,108.56
2020-10-06,106.25
2020-10-07,107.74
2020-10-08,108.54
2020-10-09,109.65
2020-10-12,111.05
2020-10-13,108.37
2020-10-14,107.75
2020-10-15,107.32
2020-10-16,109.67
2020-10-19,108.04
2020-10-20,108.36
2020-10-21,105.93
2020-10-22,109.48
2020-10-23,107.79
2020-10-26,109.0
2020-10-27,108.58
2020-10-28,106.42
2020-10-29,105.0
2020-10-30,105.11
2020-11-02,107.48
2020-11-03,109.56
2020-11-04,111.53
2020-11-05,113.53
2020-11-06,114.42
2020-11-09,109.39
2020-11-10,110.81
2020-11-11,112.65
2020-11-12,111.95
2020-11-13,112.6
2020-11-16,113.67
2020-11-17,113.06
2020-11-18,109.77
2020-11-19,111.0
2020-11-20,110.89
2020-11-23,109.27
2020-11-24,107.61
2020-11-25,106.41
2020-11-27,107.62
2020-11-30,108.22
2020-12-01,108.49
2020-12-02,108.15
2020-12-03,107.53
2020-12-04,107.9
2020-12-07,107.18
2020-12-08,106.8
2020-12-09,106.32
2020-12-10,106.52
2020-12-11,107.02
2020-12-14,106.79
2020-12-15,107.45
2020-12-16,107.34
2020-12-17,108.78
2020-12-18,108.97
2020-12-21,108.09
2020-12-22,108.28
2020-12-23,107.45
2020-12-24,108.35
2020-12-28,107.79
2020-12-29,108.33
2020-12-30,108.44
2020-12-31,109.49
2021-01-04,109.11
2021-01-05,110.46
2021-01-06,110.23
2021-01-07,111.3
2021-01-08,111.61
2021-01-11,110.84
2021-01-12,108.84
2021-01-13,112.15
2021-01-14,110.04
2021-01-15,111.3
2021-01-19,112.57
2021-01-20,112.89
2021-01-21,112.95
2021-01-22,112.84
2021-01-25,114.72
2021-01-26,114.73
2021-01-27,114.29
2021-01-28,120.39
2021-01-29,123.59
2021-02-01,122.54
2021-02-02,120.24
2021-02-03,120.22
2021-02-04,119.74
2021-02-05,124.03
2021-02-08,124.5
2021-02-09,125.15
2021-02-10,125.29
2021-02-11,126.84
2021-02-12,128.23
2021-02-16,128.02
2021-02-17,127.24
2021-02-18,125.41
2021-02-19,123.04
2021-02-22,122.55
2021-02-23,120.8
2021-02-24,122.38
2021-02-25,121.58
2021-02-26,119.78
2021-03-01,122.21
2021-03-02,122.53
2021-03-03,119.18
2021-03-04,116.01
2021-03-05,117.25
2021-03-08,115.63
2021-03-09,116.7
2021-03-10,115.88
2021-03-11,117.52
2021-03-12,116.71
2021-03-15,118.1
2021-03-16,118.22
2021-03-17,117.62
2021-03-18,118.11
2021-03-19,120.25
2021-03-22,121.47
2021-03-23,120.49
2021-03-24,118.02
2021-03-25,119.05
2021-03-26,122.07
2021-03-29,122.23
2021-03-30,119.75
2021-03-31,119.84
2021-04-01,118.94
2021-04-05,119.86
2021-04-06,119.97
2021-04-07,120.11
2021-04-08,119.78
2021-04-09,120.9
2021-04-12,121.04
2021-04-13,123.01
2021-04-14,121.5
2021-04-15,123.94
2021-04-16,124.35
2021-04-19,124.53
2021-04-20,120.0
2021-04-21,122.6
2021-04-22,123.5
2021-04-23,123.31
2021-04-26,122.58
2021-04-27,121.7
2021-04-28,121.45
2021-04-29,121.01
2021-04-30,120.08
2021-05-03,119.53
2021-05-04,117.54
2021-05-05,118.51
2021-05-06,118.79
2021-05-07,118.95
2021-05-10,118.94
2021-05-11,118.39
2021-05-12,116.35
2021-05-13,117.45
2021-05-14,118.31
2021-05-17,116.74
2021-05-18,116.98
2021-05-19,116.38
2021-05-20,117.8
2021-05-21,117.13
2021-05-24,117.29
2021-05-25,118.4
2021-05-26,116.75
2021-05-27,115.69
2021-05-28,116.65
2021-06-01,105.79
2021-06-02,106.9
2021-06-03,109.2
2021-06-04,109.29
2021-06-07,110.0
2021-06-08,107.9
2021-06-09,109.05
2021-06-10,110.15
2021-06-11,109.91
2021-06-14,110.48
2021-06-15,110.41
2021-06-16,110.06
2021-06-17,111.63
2021-06-18,110.33
2021-06-21,111.44
2021-06-22,110.96
2021-06-23,110.84
2021-06-24,111.7
2021-06-25,112.72
2021-06-28,115.7
2021-06-29,117.21
2021-06-30,115.93
2021-07-01,117.16
2021-07-02,118.04
2021-07-06,118.82
2021-07-07,119.87
2021-07-08,119.26
2021-07-09,119.74
2021-07-12,118.81
2021-07-13,118.65
2021-07-14,117.17
2021-07-15,116.66
2021-07-16,117.51
2021-07-19,118.79
2021-07-20,118.73
2021-07-21,118.98
2021-07-22,118.25
2021-07-23,120.8
2021-07-26,119.52
2021-07-27,119.81
2021-07-28,120.52
2021-07-29,121.09
2021-07-30,120.98
2021-08-02,120.92
2021-08-03,122.12
2021-08-04,121.57
2021-08-05,122.21
2021-08-06,122.17
2021-08-09,123.16
2021-08-10,122.7
2021-08-11,121.46
2021-08-12,122.81
2021-08-13,123.06
2021-08-16,124.66
2021-08-17,125.69
2021-08-18,123.93
2021-08-19,125.72
2021-08-20,126.32
2021-08-23,125.84
2021-08-24,125.5
2021-08-25,124.74
2021-08-26,125.47
2021-08-27,124.59
2021-08-30,125.94
2021-08-31,126.37
2021-09-01,127.4
2021-09-02,128.49
2021-09-03,128.94
2021-09-07,128.39
2021-09-08,129.06
2021-09-09,127.98
2021-09-10,128.8
2021-09-13,126.62
2021-09-14,127.05
2021-09-15,127.49
2021-09-16,127.44
2021-09-17,126.79
2021-09-20,124.87
2021-09-21,125.13
2021-09-22,124.65
2021-09-23,125.3
2021-09-24,124.37
2021-09-27,120.58
2021-09-28,118.74
2021-09-29,119.46
2021-09-30,118.13
2021-10-01,117.21
2021-10-04,115.53
2021-10-05,115.88
2021-10-06,116.49
2021-10-07,117.91
2021-10-08,118.39
2021-10-11,116.88
2021-10-12,117.32
2021-10-13,117.0
2021-10-14,117.57
2021-10-15,117.49
2021-10-18,116.82
2021-10-19,119.34
2021-10-20,123.31
2021-10-21,125.05
2021-10-22,126.72
2021-10-25,126.58
2021-10-26,128.13
2021-10-27,127.71
2021-10-28,127.71
2021-10-29,128.89
2021-11-01,128.94
2021-11-02,127.71
2021-11-03,128.7
2021-11-04,129.09
2021-11-05,124.37
2021-11-08,126.8
2021-11-09,126.43
2021-11-10,127.82
2021-11-11,127.25
2021-11-12,128.45
2021-11-15,129.44
2021-11-16,130.89
2021-11-17,128.62
2021-11-18,127.64
2021-11-19,126.84
2021-11-22,125.26
2021-11-23,124.48
2021-11-24,125.07
2021-11-26,125.88
2021-11-29,128.03
2021-11-30,125.77
2021-12-01,126.74
2021-12-02,128.38
2021-12-03,130.27
2021-12-06,132.47
2021-12-07,132.42
2021-12-08,132.37
2021-12-09,132.53
2021-12-10,134.37
2021-12-13,135.96
2021-12-14,132.94
2021-12-15,135.56
2021-12-16,136.09
2021-12-17,137.11
2021-12-20,134.98
2021-12-21,135.27
2021-12-22,138.99
2021-12-23,139.16
2021-12-27,141.46
2021-12-28,140.47
2021-12-29,141.19
2021-12-30,141.0
2021-12-31,140.74
